"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","78.6","%","551","433"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","76.6","%","990","758"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","Muslim","80.1","%","752","602"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","State-funded mainstream","Muslim","33.3","%","57","19"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","Muslim","28.6","%","98","28"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","State-funded mainstream","Muslim","82.5","%","440","363"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","State-funded mainstream","Muslim","80.1","%","752","602"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","State-funded mainstream","Muslim","25","%","4","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","Muslim","34","%","53","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","State-funded mainstream","Muslim","81","%","1192","965"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","State-funded mainstream","Muslim","28.6","%","91","26"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","State-funded mainstream","Muslim","28.6","%","7","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","Muslim","30.6","%","144","44"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","State-funded mainstream","Muslim","27.3","%","11","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","State-funded mainstream","Muslim","82.5","%","440","363"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","State-funded mainstream","Muslim","75.9","%","684","519"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","Muslim","74","%","77","57"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","State-funded mainstream","Muslim","66.9","%","166","111"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Muslim","69.1","%","243","168"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Muslim","76.4","%","1104","844"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","State-funded mainstream","Muslim","77.4","%","420","325"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","75.1","%","1347","1012"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","Muslim","74.1","%","850","630"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","Muslim","75.1","%","1347","1012"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","Muslim","76.9","%","497","382"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","State-funded mainstream","Muslim","81","%","1192","965"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","State-funded mainstream","Muslim","30.3","%","155","47"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","74.1","%","850","630"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","76.9","%","497","382"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","77.9","%","425","331"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","74.5","%","702","523"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","75.8","%","1127","854"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","80.6","%","31","25"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","71.1","%","83","59"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Black","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","73.7","%","114","84"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","64.7","%","17","11"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","76.2","%","21","16"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","71.1","%","38","27"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","71.4","%","28","20"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","66.7","%","12","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","70","%","40","28"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","80","%","10","8"
